1	0.05523286428716448
2	0.05148296803236008
3	0.03871972672641277
4	0.04209696066876253
5	0.04098052096863588
6	0.034786998915175595
7	0.01922413965480195
8	0.022174155960480373
9	0.026119549965692893
10	0.020693704382412963
11	0.02076672183142768
12	0.01848090088201894
13	0.015532325746284591
14	0.012020083221917352
15	0.018227003928687837
16	0.012704546770287884
17	0.014303791440195508
18	0.011705337609681819
19	0.012076015015029244
20	0.012895082434018454
21	0.010987239631099833
22	0.014325633748537965
23	0.012494531253145801
24	0.012690628930512402
25	0.01007736236270931
26	0.011549304291192029
27	0.012893694970342848
28	0.010803400642342038
29	0.008260999651004871
30	0.011158037878986862
31	0.009788977396157052
32	0.013692949432879686
33	0.01880613709282544
34	0.011389188623676697
35	0.012805802954567803
36	0.013793770482556688
37	0.009842354235135846
38	0.011925751239889197
39	0.01338255245031582
40	0.010645692210851444
41	0.010490857892566256
42	0.013129062433209684
43	0.014347152292935384
44	0.012641808794190487
45	0.00827730459988945
46	0.011184167634281848
47	0.010031687768383158
48	0.008871327206078503
49	0.00842980765123179
50	0.009795195526546903
